date,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO,TOTAL
2021-02-05,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.786,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.607
2021-02-06,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.390,0.000,0.000,0.000,0.000,1.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.671
2021-02-07,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.430,0.000,0.000,0.000,0.000,1.971,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.692
2021-02-08,0.000,0.000,0.000,0.000,0.000,0.000,3.315,0.000,0.000,0.000,1.429,2.619,0.000,0.000,0.000,2.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.790
2021-02-09,0.000,0.000,0.000,0.000,0.000,0.000,3.458,0.000,0.000,1.291,1.492,2.746,0.000,0.000,0.000,2.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.274,0.000,0.000,1.924
2021-02-10,0.000,2.164,0.000,0.000,0.000,0.000,3.507,0.000,0.000,1.343,1.608,2.792,0.000,0.000,0.000,2.136,0.000,0.000,0.000,0.000,0.000,0.000,2.170,0.000,1.388,0.000,0.000,2.045
2021-02-11,1.351,2.236,4.168,0.000,0.000,0.000,3.602,0.000,0.000,1.378,1.668,2.773,0.000,0.000,2.018,2.207,1.636,0.000,0.000,0.000,0.000,0.000,2.346,0.000,1.388,0.000,0.000,2.168
2021-02-12,1.378,2.292,4.495,0.000,0.000,2.337,3.640,0.000,0.000,1.417,1.726,3.449,0.000,0.000,2.141,2.298,1.710,0.000,0.000,0.000,0.000,0.000,2.494,1.637,1.634,0.000,0.000,2.339
2021-02-13,1.377,2.292,4.627,1.957,0.000,2.337,3.640,0.000,0.000,1.417,1.726,3.432,0.000,1.354,2.154,2.322,1.736,0.000,0.000,2.103,0.000,0.000,2.663,1.637,1.634,0.000,0.000,2.384
2021-02-14,1.412,2.292,4.677,1.957,0.000,2.337,3.640,2.437,2.314,1.417,1.726,3.437,2.033,1.354,2.157,2.324,1.741,0.000,0.000,2.103,0.000,0.000,2.756,1.637,1.676,0.000,0.000,2.400
2021-02-15,1.426,2.292,4.709,1.957,0.000,2.488,3.640,2.437,2.492,1.440,1.782,3.455,2.049,1.424,2.212,2.367,1.839,2.236,0.000,2.123,2.031,3.693,3.030,1.799,1.711,0.000,0.000,2.517
2021-02-16,1.448,2.292,4.832,1.966,2.539,2.555,3.640,2.497,2.502,1.752,1.862,3.488,2.095,1.440,2.249,2.385,1.869,2.236,0.000,2.135,2.091,3.693,3.083,1.799,1.735,3.167,1.816,2.518
2021-02-17,1.589,2.292,4.886,2.244,2.572,2.673,3.661,2.507,2.613,1.797,1.987,3.541,2.130,1.440,2.287,2.436,1.909,2.326,2.342,2.164,2.145,3.693,3.159,1.984,1.772,3.276,1.834,2.592
2021-02-18,1.673,2.589,4.998,2.244,2.673,2.695,3.753,2.591,2.622,1.840,2.038,3.754,2.167,1.164,2.555,2.619,1.933,2.358,2.414,2.232,2.251,3.845,3.336,1.984,1.812,3.383,1.834,2.667
2021-02-19,1.773,2.589,5.105,2.601,2.720,2.828,3.753,2.607,2.638,1.840,2.065,3.786,2.204,1.231,2.380,2.676,1.965,2.414,2.414,2.286,2.355,3.951,3.455,2.081,1.844,3.472,1.839,2.722
2021-02-20,1.827,2.662,5.135,2.719,2.776,2.828,3.782,2.607,2.638,1.886,2.065,3.797,2.204,1.231,2.380,2.690,1.974,2.414,2.456,2.294,2.384,3.951,3.609,2.081,1.844,3.506,1.839,2.751
2021-02-21,1.859,2.662,5.172,2.719,2.777,2.828,3.782,2.607,2.638,1.886,2.134,3.808,2.243,1.310,2.428,2.697,1.976,2.414,2.466,2.294,2.384,3.951,3.649,2.081,1.844,3.517,1.839,2.769
2021-02-22,1.878,2.691,5.209,2.719,2.787,2.861,3.823,2.674,2.638,1.896,2.388,3.828,2.319,1.344,2.500,2.758,1.988,2.472,2.466,2.363,2.420,3.994,3.687,2.164,1.882,3.598,2.184,2.838
2021-02-23,1.964,2.691,5.291,2.806,2.798,2.880,3.835,2.737,2.638,1.896,2.564,3.858,2.361,1.441,2.560,2.799,1.999,2.493,2.485,2.383,2.450,3.994,3.730,2.164,1.911,3.668,2.337,2.892
2021-02-24,2.007,2.703,5.377,2.825,2.820,2.890,3.890,2.803,2.640,1.928,2.564,3.862,2.376,1.494,2.640,2.856,2.093,2.493,2.520,2.442,2.525,3.994,3.820,2.204,1.935,3.728,2.507,2.932
2021-02-25,2.060,2.709,5.575,2.896,2.835,3.469,3.926,2.884,2.647,1.972,2.564,3.777,2.376,1.615,2.651,2.890,2.129,2.550,2.603,2.496,2.581,4.208,3.872,2.204,1.954,3.779,2.719,3.001
2021-02-26,2.133,2.770,5.635,2.896,2.886,3.063,4.280,2.911,2.648,2.022,2.588,3.880,2.400,1.615,2.681,3.342,2.142,2.587,2.637,2.528,2.640,4.430,3.930,2.247,1.975,3.825,2.771,3.044
2021-02-27,2.133,2.822,5.689,2.896,2.908,3.063,4.280,2.911,2.648,2.022,2.588,3.977,2.403,1.615,2.724,3.018,2.170,2.587,2.884,2.531,2.644,4.430,4.003,2.247,1.975,3.929,2.771,3.082
2021-02-28,2.203,2.844,5.739,2.896,2.908,3.063,4.280,2.911,2.648,2.022,2.588,4.015,2.406,1.615,2.747,3.025,2.172,2.587,2.884,2.539,2.644,4.430,4.033,2.247,1.975,3.959,2.771,3.093
2021-03-01,2.255,2.934,5.827,2.905,3.093,3.126,4.533,2.951,2.853,2.063,2.763,4.081,2.429,1.615,2.825,3.175,2.195,2.597,2.884,2.593,2.644,4.430,4.071,2.487,1.979,4.203,2.823,3.218
2021-03-02,2.255,2.966,6.056,2.905,3.156,3.305,4.688,3.054,2.895,2.107,2.958,4.202,2.429,1.624,2.836,3.306,2.430,2.759,3.153,2.698,2.644,4.430,4.234,2.487,2.112,4.417,2.838,3.364
2021-03-03,2.375,3.242,6.056,2.905,3.222,3.416,4.728,3.188,3.093,2.247,2.986,4.325,2.508,1.686,3.037,3.462,2.507,2.808,3.246,2.855,2.649,4.430,4.347,2.820,2.338,4.693,2.972,3.507
2021-03-04,2.556,3.444,6.616,2.978,3.355,3.568,4.913,3.367,3.265,2.247,2.986,4.473,2.585,1.737,3.206,3.618,2.605,2.885,3.319,3.001,2.676,3.546,4.503,2.820,2.646,4.925,3.091,3.641
2021-03-05,2.706,3.575,6.638,2.981,3.489,3.697,5.076,3.430,3.413,2.587,2.986,4.475,2.682,1.872,3.429,3.680,2.730,2.930,3.407,3.146,2.737,3.681,4.616,3.056,2.927,5.095,3.139,3.763
2021-03-06,2.782,3.635,6.952,2.981,3.623,3.697,5.097,3.430,3.413,2.587,2.976,4.620,2.676,1.980,3.509,3.792,2.755,3.271,3.503,3.167,2.747,3.796,4.737,3.056,2.927,5.199,3.208,3.850
2021-03-07,2.837,3.644,7.082,2.981,3.644,3.697,5.097,3.430,3.413,2.701,2.976,4.703,2.683,2.021,3.545,3.837,2.764,3.271,3.738,3.178,2.747,3.796,4.771,3.056,2.927,5.223,3.214,3.890
2021-03-08,2.847,3.725,7.329,2.981,3.746,3.903,5.159,3.726,3.529,2.758,3.134,4.794,2.781,2.059,3.730,3.967,2.915,3.429,3.739,3.318,2.844,3.841,4.795,3.435,3.196,5.383,3.218,4.021
2021-03-09,2.909,2.684,7.432,3.054,3.851,4.024,5.193,3.786,3.700,2.820,3.291,4.853,2.823,2.637,3.884,4.140,2.991,3.595,3.844,3.456,2.848,3.931,4.892,3.435,3.445,5.534,3.271,4.144
2021-03-10,3.127,2.723,7.591,3.001,3.977,4.167,5.231,3.850,3.803,2.892,3.435,4.926,2.825,2.639,3.894,4.194,3.026,3.813,4.022,3.623,2.877,3.931,4.955,3.698,3.620,5.659,3.335,4.262
2021-03-11,3.127,2.911,7.787,3.127,4.188,4.244,5.455,3.996,3.867,3.001,3.598,5.034,3.009,2.800,4.301,4.367,3.102,3.917,4.174,3.783,2.942,4.213,5.023,3.698,3.701,5.778,3.412,4.397
2021-03-12,3.127,3.114,8.007,3.127,4.354,4.338,5.561,4.123,3.928,3.221,3.737,5.253,3.155,2.809,4.524,4.503,3.318,3.990,4.239,3.870,3.049,4.325,5.052,3.868,3.867,5.895,3.500,4.515
2021-03-13,3.127,3.256,8.065,3.265,4.474,4.338,5.564,4.123,3.928,3.369,3.737,5.380,3.176,2.823,4.675,4.543,3.366,3.990,4.382,3.893,3.088,4.325,5.172,3.868,3.867,5.956,3.520,4.573
2021-03-14,3.127,3.293,8.094,3.265,4.595,4.338,5.564,4.123,3.928,3.369,3.737,5.431,3.181,2.841,4.705,4.595,3.396,3.990,4.382,3.912,3.088,4.325,5.247,3.868,3.867,5.973,3.521,4.595
2021-03-15,3.810,3.368,8.151,3.273,4.808,4.537,5.571,4.397,4.052,3.400,3.940,5.495,3.283,2.971,4.854,4.763,3.568,4.164,4.382,4.085,3.203,4.383,5.363,4.178,3.978,6.258,3.544,4.770
2021-03-16,4.072,3.558,8.598,3.278,4.956,4.636,5.631,4.545,4.246,3.451,4.117,5.674,3.353,3.059,5.175,4.904,3.661,4.402,4.462,4.251,3.244,4.420,5.471,4.178,4.172,6.437,3.581,4.919
2021-03-17,4.195,3.740,8.912,3.726,5.282,4.786,5.654,4.657,4.366,3.514,4.259,5.810,3.487,3.110,5.356,4.991,3.771,4.556,4.462,4.428,3.338,4.476,5.821,4.296,4.227,6.610,3.620,5.072
2021-03-18,4.304,3.970,8.985,3.863,5.462,4.916,6.170,4.805,4.459,3.601,4.513,6.069,3.582,3.169,5.705,5.095,3.863,4.658,4.663,4.593,3.388,4.538,5.931,4.296,4.264,6.781,3.691,5.228
2021-03-19,4.412,4.241,9.136,3.865,5.756,5.127,6.340,4.921,4.568,3.715,4.686,6.297,3.667,3.183,5.980,5.166,3.968,4.809,4.806,4.651,3.484,4.582,6.143,4.435,4.421,7.200,3.821,5.443
2021-03-20,4.442,4.405,9.187,4.016,6.182,5.127,6.367,4.921,4.568,3.715,4.686,6.712,3.714,3.280,6.078,5.193,3.989,4.860,4.908,4.708,3.509,4.582,6.215,4.435,4.485,7.398,3.879,5.552
2021-03-21,4.455,4.495,9.192,4.328,6.372,5.127,6.381,4.921,4.568,3.715,4.686,6.794,3.720,3.292,6.212,5.297,4.020,4.873,4.908,4.719,3.509,4.582,6.285,4.435,4.486,7.428,3.887,5.589
2021-03-22,4.489,4.766,9.575,4.328,6.502,5.332,6.994,5.431,4.719,3.864,4.686,7.337,3.809,3.436,6.514,5.425,4.117,5.069,4.908,4.871,3.581,5.191,6.841,5.497,4.486,7.730,3.929,5.824
2021-03-23,4.528,4.946,9.616,4.420,6.922,5.687,7.492,5.617,4.974,3.972,4.932,8.061,3.968,3.561,6.964,5.653,4.352,5.305,5.043,5.088,3.660,5.452,7.202,5.497,4.684,7.957,4.023,6.062
2021-03-24,4.582,5.227,9.669,4.697,7.638,6.187,7.691,5.813,5.273,4.206,5.049,8.131,4.082,3.723,7.296,6.184,4.749,5.538,5.206,5.426,3.943,5.671,7.600,6.206,5.347,8.153,4.103,6.354
2021-03-25,4.751,5.842,9.669,4.757,8.132,6.568,7.785,6.034,5.682,4.499,5.351,8.885,4.227,3.868,7.728,6.403,5.313,6.127,5.383,5.875,4.096,5.817,8.093,6.206,5.829,8.426,4.254,6.670
2021-03-26,4.902,6.114,9.839,5.359,8.567,7.126,8.522,6.477,6.049,4.719,5.557,9.360,4.372,4.121,8.055,6.960,5.868,6.527,5.564,6.326,4.315,5.941,8.538,7.027,6.287,8.890,4.434,7.060
2021-03-27,5.006,6.367,9.896,5.643,8.915,7.126,8.879,6.477,6.049,4.719,5.557,9.754,4.492,4.285,8.532,6.961,6.137,6.648,5.784,6.516,4.523,5.941,8.899,7.027,6.481,9.112,4.927,7.227
2021-03-28,5.045,6.635,9.902,5.643,9.202,7.126,9.151,6.477,6.049,4.719,5.558,10.049,4.500,4.687,8.735,7.469,6.510,6.893,5.784,6.672,4.523,5.941,8.948,7.027,6.481,9.149,5.070,7.337
2021-03-29,5.174,6.780,9.916,5.737,9.471,7.961,9.515,7.422,6.392,4.958,5.800,10.253,4.601,5.508,9.009,7.768,6.797,8.120,5.784,7.190,4.578,5.941,9.314,7.761,6.793,9.495,5.228,7.726
2021-03-30,5.208,6.841,10.105,5.737,10.162,8.510,9.771,7.538,6.711,5.141,6.092,10.508,4.665,5.509,9.076,8.075,7.206,8.757,6.254,7.800,5.058,6.498,9.465,7.761,7.248,9.740,5.368,8.038
2021-03-31,5.267,6.948,10.254,5.875,10.757,8.913,9.917,7.666,6.860,5.371,6.215,11.040,4.736,6.260,9.286,8.750,7.976,9.420,6.733,8.449,5.279,6.561,9.765,8.409,7.920,9.923,5.496,8.393
