date,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO,TOTAL
2021-06-13,92.866,91.083,88.123,92.855,89.216,88.084,89.258,88.625,90.519,92.082,88.086,86.123,91.336,90.863,88.500,89.625,90.694,88.862,89.244,89.032,92.193,89.987,85.737,89.464,90.893,87.103,91.361,88.712
2021-06-14,92.866,91.040,87.879,92.855,89.197,88.084,89.251,88.621,90.486,92.057,88.036,86.103,91.521,90.836,88.449,89.569,90.643,88.851,89.171,88.990,92.129,89.987,85.691,89.425,90.880,87.080,91.341,88.678
2021-06-15,92.853,90.973,87.811,92.807,89.096,88.087,89.245,88.568,90.460,92.029,87.903,86.052,91.505,90.788,88.395,89.515,90.626,88.821,89.115,88.941,92.085,89.930,85.653,89.398,90.622,87.052,91.314,88.625
2021-06-16,92.722,90.850,87.784,92.807,89.000,88.087,89.238,88.535,90.426,91.999,87.902,86.020,91.481,90.755,88.331,89.462,90.574,88.803,89.022,88.885,92.037,89.929,85.569,89.396,90.584,87.030,91.270,88.586
2021-06-17,92.674,90.700,87.679,92.745,88.882,88.123,89.219,88.456,90.370,91.941,87.700,85.952,91.446,90.717,88.268,89.390,90.549,88.755,88.933,88.839,91.987,89.925,85.503,89.360,90.559,87.008,91.237,88.519
2021-06-18,92.618,90.532,87.596,92.735,88.711,88.096,89.182,88.412,90.336,91.873,87.700,85.888,91.413,90.686,88.201,89.347,90.416,88.702,88.843,88.782,91.945,89.892,85.445,89.316,90.097,86.985,91.200,88.462
2021-06-19,92.580,90.398,87.593,92.725,88.614,88.095,89.173,88.349,90.335,91.864,87.694,85.859,91.399,90.659,87.928,89.331,90.406,88.702,88.813,88.764,91.912,89.866,85.271,89.314,90.097,86.969,91.185,88.427
2021-06-20,92.568,90.298,87.480,92.685,88.594,88.095,89.170,88.211,90.334,91.856,87.694,85.852,91.395,90.634,87.822,89.319,90.380,88.829,88.809,88.754,91.885,89.862,85.207,89.314,90.097,86.967,91.184,88.416
2021-06-21,92.568,90.238,87.494,92.675,88.556,88.122,89.128,88.199,90.297,91.809,87.610,85.541,91.342,90.606,87.784,89.178,90.254,88.649,88.726,88.696,91.872,89.847,85.016,89.314,90.520,86.948,91.174,88.359
2021-06-22,92.497,90.130,87.463,92.655,88.416,88.114,89.100,88.079,90.264,91.773,87.549,85.058,91.278,90.566,87.755,89.121,90.196,88.620,88.639,88.648,91.797,89.822,84.809,89.235,90.490,86.927,91.150,88.293
2021-06-23,92.438,89.969,87.356,92.524,88.226,88.104,89.071,87.923,90.201,91.676,87.515,84.625,91.224,90.534,87.713,89.022,90.093,88.565,88.562,88.605,91.681,89.790,84.610,89.187,90.464,86.903,91.122,88.217
2021-06-24,92.362,89.939,87.333,92.454,88.157,88.122,89.050,87.703,90.155,91.595,87.478,84.271,91.172,88.128,87.682,88.999,89.891,88.511,88.489,88.558,91.602,89.765,84.477,89.136,90.464,86.887,91.106,88.067
2021-06-25,92.266,89.667,87.259,92.374,88.062,88.282,89.031,87.250,90.101,91.461,87.457,84.060,90.886,87.837,87.455,88.977,89.770,88.459,88.204,88.527,91.475,89.750,84.319,89.082,90.464,86.867,91.106,87.974
2021-06-26,91.941,89.646,87.240,92.364,87.811,88.282,88.942,87.250,90.089,91.374,87.457,83.481,90.838,87.803,87.397,88.962,89.737,88.425,88.126,88.520,91.399,89.742,84.207,89.081,90.464,86.853,91.048,87.919
2021-06-27,91.921,89.523,87.220,92.364,87.718,88.282,88.755,87.060,90.088,91.364,87.457,83.421,90.816,87.789,87.373,88.921,89.730,88.418,88.116,88.516,91.399,89.740,84.186,89.081,90.464,86.852,91.030,87.896
2021-06-28,91.882,89.380,86.891,92.364,87.582,88.162,88.478,87.059,90.058,91.340,87.415,83.242,90.803,87.756,87.304,88.876,89.672,88.414,88.065,88.464,91.343,89.739,84.014,88.850,89.591,86.553,90.839,87.755
2021-06-29,91.668,89.380,87.081,92.304,87.285,87.883,88.390,86.011,89.949,91.217,87.332,82.896,90.642,86.915,87.273,88.584,89.587,88.187,87.807,88.400,91.338,89.719,83.670,88.755,89.472,86.353,90.592,87.527
2021-06-30,91.075,89.189,87.021,92.013,87.149,87.516,88.346,85.743,89.520,91.092,87.314,82.628,90.642,86.838,87.139,88.344,89.411,88.267,87.807,88.317,91.077,89.690,83.445,88.623,89.074,86.192,90.456,87.387
2021-07-01,90.822,88.901,86.947,92.013,86.926,87.304,88.280,85.540,89.381,91.023,87.228,82.300,90.503,86.784,87.194,88.225,89.221,88.150,87.654,88.236,91.077,89.653,83.124,88.528,88.827,86.045,90.324,87.242
2021-07-02,90.649,88.780,86.887,91.764,86.900,87.060,88.179,85.229,89.274,90.666,87.154,80.834,90.351,86.744,86.879,88.158,89.085,88.048,87.466,88.145,90.845,89.618,82.935,88.429,88.712,85.934,90.225,87.095
2021-07-03,90.490,88.574,86.881,91.677,86.796,87.060,88.170,85.150,89.244,90.511,87.154,79.475,90.304,86.712,86.866,88.091,89.061,87.934,87.449,87.672,90.739,89.610,82.874,88.427,88.679,85.883,90.169,87.020
2021-07-04,90.417,88.455,86.861,91.677,86.772,87.060,88.168,85.138,89.229,90.503,87.154,78.644,90.280,86.684,86.854,88.034,89.054,87.890,87.360,87.655,90.733,89.609,82.851,88.426,88.642,85.877,90.165,86.986
2021-07-05,90.068,88.353,86.836,91.634,86.629,86.885,88.105,84.944,89.140,90.397,87.064,77.719,90.241,86.003,86.668,87.985,88.678,87.864,87.154,87.131,90.720,89.174,82.590,88.214,88.502,85.752,90.135,86.813
2021-07-06,89.773,87.982,86.254,91.609,86.336,86.834,88.046,84.598,89.079,90.228,86.897,76.332,90.235,85.976,86.446,87.827,88.160,87.688,86.953,87.087,90.499,88.935,82.308,88.097,88.111,85.512,89.977,86.594
2021-07-07,89.608,87.733,86.212,91.340,86.078,86.704,87.911,83.984,88.798,89.992,86.840,75.500,89.986,85.936,86.254,87.600,88.302,87.544,86.503,86.943,90.174,88.620,81.765,87.846,87.581,85.061,89.865,86.304
2021-07-08,89.608,87.544,86.120,91.067,85.784,86.478,87.678,83.698,88.698,89.754,86.720,74.862,89.866,85.191,85.917,87.315,88.110,87.126,86.269,86.763,90.018,88.428,81.520,87.247,87.581,84.699,89.756,86.012
2021-07-09,88.840,87.331,86.075,91.060,85.598,86.159,87.219,83.522,88.698,89.556,86.542,74.444,89.691,85.170,85.659,87.017,87.949,86.779,86.122,86.653,89.817,88.356,81.120,86.889,86.444,84.455,89.535,85.776
2021-07-10,88.840,87.331,85.980,91.023,85.532,86.158,87.118,83.314,88.285,89.452,86.542,73.756,89.691,85.145,85.659,86.762,87.890,86.164,85.969,86.577,89.817,88.325,80.537,86.840,86.314,84.331,89.305,85.613
2021-07-11,88.840,87.040,85.951,90.878,85.399,86.158,87.032,83.027,88.212,89.382,86.542,73.384,89.103,85.101,85.402,86.669,87.882,86.257,85.699,86.567,89.817,88.311,80.510,86.840,86.314,84.317,89.281,85.539
2021-07-12,88.622,86.913,85.837,90.767,85.339,85.570,86.796,82.966,87.993,89.280,86.461,72.522,88.960,85.072,85.266,86.519,87.744,86.172,85.553,86.489,89.469,88.273,80.088,86.052,86.184,84.051,89.126,85.322
2021-07-13,88.622,86.801,85.837,90.644,85.146,85.406,86.605,82.910,87.722,89.102,86.238,72.140,88.392,84.761,85.067,86.326,87.135,85.920,85.165,86.285,89.394,88.209,79.610,85.579,86.184,83.772,88.880,85.054
2021-07-14,88.340,86.611,85.837,90.234,84.883,84.914,86.498,82.909,87.488,88.787,85.965,71.776,88.139,84.740,84.939,86.112,86.887,85.338,84.873,86.090,89.394,88.096,79.151,85.229,86.844,83.323,88.635,84.746
2021-07-15,88.074,86.460,85.815,90.097,84.663,84.829,86.155,82.796,87.191,88.482,85.723,71.542,87.833,84.682,84.801,85.878,86.569,85.009,84.530,85.949,89.082,88.025,78.634,84.886,86.093,82.930,88.435,84.456
2021-07-16,87.860,86.328,85.316,89.977,84.583,84.745,85.786,82.490,86.878,88.177,85.459,71.272,87.574,84.648,84.627,85.657,86.401,84.727,84.209,85.834,88.911,87.903,78.062,84.635,85.997,82.443,88.214,84.155
2021-07-17,87.676,86.229,85.240,89.873,84.364,84.745,85.685,82.359,86.742,88.032,85.459,71.032,87.380,84.609,84.558,85.525,86.370,84.412,84.044,85.782,88.789,87.877,77.667,84.507,86.765,82.136,88.162,83.989
2021-07-18,87.652,86.178,85.235,89.873,84.318,84.745,85.621,82.250,86.657,87.998,85.459,70.986,87.356,84.586,84.527,85.491,86.336,84.318,84.022,85.742,88.704,87.875,77.642,84.370,86.765,82.118,88.105,83.954
2021-07-19,87.556,86.178,85.153,89.799,84.222,84.296,85.205,82.190,86.426,87.921,84.883,70.743,87.318,84.582,84.462,85.220,86.226,84.244,84.022,85.523,88.604,87.840,77.537,83.653,86.291,81.820,87.991,83.721
2021-07-20,87.310,85.935,85.016,89.735,83.853,84.147,84.832,81.961,86.342,87.732,84.495,70.434,87.047,84.548,84.326,85.042,85.995,83.955,83.396,85.505,88.344,87.782,76.674,83.360,86.017,81.528,87.775,83.403
2021-07-21,87.082,85.934,84.959,89.622,83.566,83.857,84.628,81.632,85.864,87.507,84.136,70.029,86.796,83.788,84.188,84.825,85.801,83.580,83.145,85.090,88.344,87.716,76.259,83.065,85.823,81.012,87.654,83.046
2021-07-22,86.826,85.766,84.831,89.582,83.307,82.070,84.283,81.404,85.521,87.157,83.881,69.421,86.408,83.788,84.013,84.608,85.376,83.229,82.789,84.881,88.016,87.673,75.837,82.641,85.620,80.464,87.286,82.635
2021-07-23,86.669,85.626,84.685,89.458,83.090,83.509,83.743,80.969,85.314,86.843,83.638,68.975,86.070,83.673,83.867,84.231,85.105,82.893,82.511,84.713,87.682,87.628,75.493,82.292,85.485,80.044,87.079,82.405
2021-07-24,86.641,85.499,84.614,89.342,82.884,83.509,83.596,80.714,85.201,86.630,83.638,68.775,85.887,83.644,83.753,84.128,85.078,82.564,82.366,84.668,87.370,87.618,75.269,82.267,85.314,79.844,86.976,82.262
2021-07-25,86.624,85.349,84.613,89.288,82.694,83.509,83.422,80.554,85.159,86.560,83.638,68.698,85.834,83.410,83.685,84.093,85.059,82.564,82.342,84.628,87.357,87.605,75.258,82.234,85.314,79.790,86.970,82.205
2021-07-26,86.538,85.182,84.551,89.262,82.570,83.354,83.045,80.476,84.856,86.378,83.276,68.412,85.687,83.397,83.656,83.893,84.581,82.433,82.091,84.397,87.115,87.578,74.911,81.615,84.992,79.493,86.883,81.959
